"FLOW_DET_ID";"SEQUENCE";"IS_REQUIRED";"ENDPOINT_ID";"FLOW_ID";"DESCRIPTION";"STATUS";"CREATED_ON";"CREATED_BY";"UPDATED_ON";"UPDATED_BY"
1;1;1;2;1;"Register hint. Show hint";"ENABLED";"2022-10-31 23:50:28";"";"";""
